customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,3.093312601892855,4.743626929135107,1
2244,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,3.091042453358316,7.010492356433249,0
3199,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,4.600157644164547,7.830226869931373,1
4520,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,3.054001181677967,3.054001181677967,0
2569,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,3.017982882488811,3.017982882488811,0
5054,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,4.564348191467836,8.190520779273172,0
3826,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,3.840527003723076,8.015740173896912,0
2228,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,4.709530201312334,8.937592887972736,1
4376,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,3.2308043957334744,4.617098756853365,0
4772,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,4.655387902148709,8.896184267815448,0
6852,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,3.4388142452334622,6.833731918633351,0
6056,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,4.557554332046428,8.274433495416885,0
1965,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,3.0155349008501706,7.218360106066341,0
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,4.582413198865475,8.564057693163521,1
3164,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,4.07668962698338,8.020681302289706,0
4045,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,4.528828952731369,8.282761164332172,0
3410,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,4.350277936359301,7.961771097640099,1
3726,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,4.018183201256536,8.13871075463796,0
2138,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,4.50920979484218,5.519058033245936,0
6721,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,3.467297183366679,7.027625024832521,0
3754,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,4.617592705986649,6.971340220607248,1
5950,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,3.075005454448499,6.728808022827132,0
6633,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,4.456670177669648,7.674431692830198,0
745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,4.613138355637268,8.615489816441348,0
2028,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,3.077312260546414,4.7340030578310595,0
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,4.32280727501391,5.440467758652715,1
4597,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,3.9454577815143836,5.861782877638206,0
5120,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,3.084200921541599,4.157319361383489,0
3213,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,4.499253960396542,8.015872254664492,0
3071,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,4.370080563655481,7.66692425508408,1
4784,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,3.2007118542405295,7.452953343538126,0
2754,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,3.0325462466767075,3.0325462466767075,0
1806,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,4.050915004294764,8.290631304243542,0
1986,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,4.465333240800292,7.103856459184463,0
4393,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,4.087655574071304,7.315650764662011,1
6047,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,3.942552210462969,8.089819840759192,0
2154,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,3.5959414584546674,3.5959414584546674,1
1631,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,3.814410176561146,4.409763389645481,1
5528,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,3.2846635654062037,7.081036091123942,0
5559,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,4.330733340286331,7.484087704950247,0
2650,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,3.054001181677967,7.153638317265837,0
4400,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,3.0252910757955354,7.0660829373614416,0
262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,4.268997904375876,4.268997904375876,1
2192,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,4.489198009735671,8.768208686132068,0
2856,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,4.27874728521988,6.33620607016968,1
751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,4.625462889255854,8.694879019805663,0
1804,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,4.446174454497633,8.573582976603518,0
775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,3.2168738221975275,7.4714769121016245,0
4048,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,4.605670061029742,8.766815077043479,0
4838,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,3.0252910757955354,4.132763672126045,0
1445,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3.8426729272933526,3.8426729272933526,1
4561,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,4.182050142641207,7.565767388773753,0
2414,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,4.255612709818223,6.977654406361804,0
2656,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,4.242045918369452,6.337445008381255,0
2718,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,4.564348191467836,6.486922693742851,1
1139,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,4.692723082995953,8.97860375580645,0
6397,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,4.467056883858457,8.559534031905763,0
2140,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,3.0301337002713233,4.740574822994295,0
4633,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,4.405498990859024,7.050816121822789,0
6461,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,4.444414407108697,7.508211346984919,0
1891,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,3.0516399054922867,6.042395275776525,0
4512,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,4.178226046202803,6.932447891572509,0
5339,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,3.2846635654062037,5.531807209916391,0
6342,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,4.04305126783455,6.640594529751104,0
589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,4.423648309364701,7.37359399701373,1
3115,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,4.258445572902527,4.9141243937154115,0
3241,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,4.316153890523174,8.283809892371835,0
2012,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,3.0726933146901194,5.459159891664867,0
4488,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,3.039749158970765,7.2185066960178625,0
2353,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,4.275276264727001,5.6131281063880705,1
4249,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,4.500365071621965,8.741208362759322,0
2400,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,3.835141961092188,7.883144763243498,1
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,3.0633909220278057,5.775793010632473,0
5426,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,4.445588116163626,8.171952625103168,0
1268,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,4.657762636107262,5.496348217047172,1
4770,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,4.418238016636454,7.075597514511258,0
475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,4.562784469491653,8.517433162620845,1
4180,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,3.070375816549757,6.485474577945411,0
1184,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,3.246490991901174,6.660831199002524,0
1816,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,4.323470185213858,7.044643531044259,1
1397,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,4.349632566862877,6.223766036206958,1
4201,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,4.666735541646246,7.352601343814152,0
2591,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,3.070375816549757,7.133295954896068,0
4466,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3.432372999130605,3.432372999130605,1
4653,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3.835141961092188,3.835141961092188,0
6581,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,4.448516375942715,6.497754902072211,1
3917,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,4.327438444389479,7.805596867187762,0
1287,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,4.385146762010125,7.014499836412125,1
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3.250374491927572,3.250374491927572,1
3396,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,3.966511190712216,6.932301539400137,0
5791,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,3.4468078929142076,4.420646205638937,0
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,3.027715319407042,5.504518197131935,0
5680,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,4.053522567701846,7.774897782589561,0
5037,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,4.289088639014612,8.06285816595844,0
1694,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,4.5217885770490405,6.2766434893416445,1
2072,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,3.0325462466767075,7.227226673923325,0
6805,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,4.706823839714591,9.003353102230058,0
1453,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,3.0106208860477417,7.084813006100993,0
1778,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,4.5803650670691205,7.551002930254652,0
6472,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,3.2228678461377385,6.377406988727283,0
4363,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,4.721618998631338,8.782744678980025,0
5152,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,4.7295977643631435,8.992513909856259,0
2543,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,3.079613757534693,3.079613757534693,0
6550,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,4.633757642840004,7.8943739906893216,0
6021,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,4.395066248181685,7.015083856734662,0
2341,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,4.668614358544626,8.910113272022107,0
4984,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,4.373238128640803,6.9421083953538,0
6450,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,4.246350085702971,7.992927655283545,0
5445,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,4.393831680123644,7.895752530400927,0
4492,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,4.033355290595671,8.338114371264128,0
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,4.393213824064446,4.393213824064446,1
5547,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,4.678420647727684,7.568095136565964,1
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,4.639088404191552,8.803138757012336,0
5556,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,3.8501476017100584,4.448516375942715,1
2937,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3.2676659890376327,3.2676659890376327,0
5084,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,3.0325462466767075,7.025716076615701,0
3294,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,3.044522437723423,6.293511696017657,0
1716,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,4.475061500641071,7.589259947758008,0
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,4.09016919081162,8.142776067429795,0
6530,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,3.834061463958434,8.052232823522196,0
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,4.053522567701846,8.24017406713271,0
1376,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,4.44500143383527,8.580261882883221,0
4595,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,4.394449154672439,6.4387111892311015,0
6610,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,4.264790324535862,5.596011649126543,1
3090,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,3.248434627109745,7.516378894471428,0
4575,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,3.054001181677967,3.054001181677967,0
507,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,3.9328055446106744,5.194899407349548,1
4216,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,3.013080911888604,5.395217191287996,0
4811,1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,3.9435216724875173,7.162203680124759,0
4486,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,4.408546844483277,7.842573315470176,0
1520,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,4.028916756899646,4.028916756899646,1
3368,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,4.509760001183433,7.909911731832617,0
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,4.457829598089382,8.3207524260614,0
1814,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,4.6913478822291435,8.658979171001915,0
2310,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,4.548599834499697,8.465584057683007,0
6302,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,4.449685283147696,4.449685283147696,1
5028,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,3.056356895370426,7.357492423366405,0
1333,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,3.263849190510932,6.555356891810665,0
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,4.014579593753238,4.745801315727837,1
423,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,3.4210000089583352,5.703949127435522,0
6966,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,4.306090068583941,7.175451457345406,0
54,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,4.564348191467836,7.022244005466835,1
6494,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,3.0325462466767075,5.653716496982717,0
5180,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,4.472780997942346,8.756446284463516,0
4675,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,4.702296896718814,8.971994346418777,0
5354,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,4.3267781604434035,8.067352908713396,0
6384,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,4.558078578454241,8.72048499422784,0
3141,0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,4.021773869387265,6.596190266067024,0
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,4.335328031664641,5.61458689585173,0
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,4.189654742026425,7.837080689126748,0
7001,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,4.32280727501391,6.980354971396481,1
